74500ms, 1780.00RPM, 973.56avgRPM, 1.67V MTR_ENA NOT BRAKINGx[0.09] y[2.01] z[9.68] mag[9.88] 83.51 degrees
85000ms, 1110.00RPM, 1034.79avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.10] y[0.85] z[3.91] mag[4.00] 73.68 degrees
85500ms, 1080.00RPM, 1035.06avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.09] y[0.86] z[3.75] mag[3.85] 73.22 degrees
86000ms, 1050.00RPM, 1035.15avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.13] y[0.76] z[3.60] mag[3.68] 71.85 degrees
86500ms, 1025.00RPM, 1035.09avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.08] y[0.69] z[3.42] mag[3.49] 71.60 degrees
87000ms, 995.00RPM, 1034.86avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.13] y[0.80] z[3.18] mag[3.28] 69.23 degrees
87500ms, 975.00RPM, 1034.51avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.09] y[0.74] z[3.07] mag[3.16] 69.30 degrees
88000ms, 955.00RPM, 1034.06avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.08] y[0.66] z[2.95] mag[3.03] 68.70 degrees
88500ms, 925.00RPM, 1033.45avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.14] y[0.66] z[2.87] mag[2.95] 66.86 degrees
89000ms, 910.00RPM, 1032.75avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.12] y[0.65] z[2.80] mag[2.88] 66.73 degrees
89500ms, 880.00RPM, 1031.90avgRPM, 1.67V MTR_DIS NOT BRAKINGx[-0.01] y[0.54] z[2.68] mag[2.73] 68.34 degrees
90000ms, 855.00RPM, 1030.92avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.12] y[0.61] z[2.54] mag[2.61] 64.12 degrees
90500ms, 840.00RPM, 1029.86avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.09] y[0.62] z[2.50] mag[2.58] 64.29 degrees
91000ms, 825.00RPM, 1028.74avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.06] y[0.55] z[2.36] mag[2.42] 63.55 degrees
91500ms, 800.00RPM, 1027.49avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.06] y[0.58] z[2.28] mag[2.35] 62.56 degrees
92000ms, 785.00RPM, 1026.17avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.09] y[0.50] z[2.14] mag[2.20] 59.76 degrees
92500ms, 770.00RPM, 1024.78avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.09] y[0.52] z[2.04] mag[2.11] 58.24 degrees
93000ms, 750.00RPM, 1023.31avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.13] y[0.50] z[1.94] mag[2.01] 55.25 degrees
93500ms, 735.00RPM, 1021.76avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.09] y[0.50] z[1.85] mag[1.92] 54.41 degrees
94000ms, 715.00RPM, 1020.13avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.09] y[0.43] z[1.90] mag[1.95] 55.45 degrees
94500ms, 700.00RPM, 1018.44avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.10] y[0.49] z[1.76] mag[1.83] 52.36 degrees
95000ms, 680.00RPM, 1016.66avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.09] y[0.47] z[1.70] mag[1.77] 51.09 degrees
95500ms, 660.00RPM, 1014.79avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.07] y[0.45] z[1.70] mag[1.76] 51.84 degrees
96000ms, 650.00RPM, 1012.89avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.01] y[0.44] z[1.67] mag[1.73] 52.81 degrees
96500ms, 635.00RPM, 1010.93avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.09] y[0.44] z[1.60] mag[1.66] 48.18 degrees
97000ms, 615.00RPM, 1008.89avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.08] y[0.45] z[1.55] mag[1.61] 47.03 degrees
97500ms, 605.00RPM, 1006.82avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.07] y[0.42] z[1.51] mag[1.57] 46.11 degrees
98000ms, 595.00RPM, 1004.72avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.06] y[0.43] z[1.42] mag[1.48] 42.99 degrees
98500ms, 575.00RPM, 1002.54avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.08] y[0.42] z[1.39] mag[1.46] 41.06 degrees
99000ms, 560.00RPM, 1000.30avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.02] y[0.42] z[1.37] mag[1.44] 42.53 degrees
99500ms, 550.00RPM, 998.04avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.05] y[0.38] z[1.35] mag[1.40] 39.80 degrees
100000ms, 540.00RPM, 995.75avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.10] y[0.38] z[1.33] mag[1.38] 37.10 degrees
100500ms, 520.00RPM, 993.38avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.07] y[0.39] z[1.26] mag[1.32] 34.37 degrees
101000ms, 510.00RPM, 990.99avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.04] y[0.40] z[1.25] mag[1.31] 34.86 degrees
101500ms, 495.00RPM, 988.55avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.06] y[0.35] z[1.21] mag[1.27] 31.76 degrees
102000ms, 485.00RPM, 986.08avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.07] y[0.37] z[1.22] mag[1.28] 32.18 degrees
102500ms, 475.00RPM, 983.59avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.05] y[0.33] z[1.21] mag[1.26] 31.82 degrees
103000ms, 455.00RPM, 981.02avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.06] y[0.37] z[1.16] mag[1.22] 28.02 degrees
103500ms, 450.00RPM, 978.45avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.12] y[0.40] z[1.17] mag[1.25] 26.25 degrees
104000ms, 435.00RPM, 975.84avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.03] y[0.38] z[1.15] mag[1.21] 27.84 degrees
104500ms, 420.00RPM, 973.18avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.00] y[0.33] z[1.15] mag[1.19] 29.27 degrees
105000ms, 410.00RPM, 970.50avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.12] y[0.35] z[1.14] mag[1.20] 23.34 degrees
105500ms, 400.00RPM, 967.80avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.08] y[0.38] z[1.13] mag[1.20] 24.60 degrees
106000ms, 390.00RPM, 965.07avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.08] y[0.37] z[1.10] mag[1.16] 20.68 degrees
106500ms, 375.00RPM, 962.30avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.01] y[0.30] z[1.11] mag[1.15] 25.26 degrees
107000ms, 365.00RPM, 959.51avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.05] y[0.34] z[1.12] mag[1.17] 23.99 degrees
107500ms, 355.00RPM, 956.70avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.06] y[0.35] z[1.10] mag[1.16] 21.92 degrees
108000ms, 340.00RPM, 953.84avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.04] y[0.32] z[1.10] mag[1.15] 22.84 degrees
108500ms, 335.00RPM, 950.99avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.01] y[0.36] z[1.07] mag[1.13] 20.18 degrees
109000ms, 315.00RPM, 948.07avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.06] y[0.37] z[1.07] mag[1.14] 18.33 degrees
109500ms, 310.00RPM, 945.16avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.02] y[0.33] z[1.06] mag[1.11] 18.61 degrees
110000ms, 300.00RPM, 942.23avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.08] y[0.34] z[1.08] mag[1.13] 18.08 degrees
110500ms, 285.00RPM, 939.25avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.04] y[0.33] z[1.08] mag[1.13] 19.86 degrees
111000ms, 275.00RPM, 936.26avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.00] y[0.29] z[1.08] mag[1.12] 21.57 degrees
111500ms, 270.00RPM, 933.27avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.04] y[0.35] z[1.09] mag[1.14] 21.21 degrees
112000ms, 255.00RPM, 930.25avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.03] y[0.31] z[1.05] mag[1.09] 16.01 degrees
112500ms, 245.00RPM, 927.20avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.03] y[0.34] z[1.05] mag[1.11] 16.67 degrees
113000ms, 235.00RPM, 924.14avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.03] y[0.34] z[1.05] mag[1.11] 16.80 degrees
113500ms, 225.00RPM, 921.06avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.05] y[0.32] z[1.07] mag[1.12] 17.58 degrees
114000ms, 215.00RPM, 917.96avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.06] y[0.33] z[1.07] mag[1.12] 17.31 degrees
114500ms, 205.00RPM, 914.85avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.03] y[0.29] z[1.14] mag[1.18] 27.67 degrees
115000ms, 195.00RPM, 911.72avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.04] y[0.34] z[1.05] mag[1.11] 15.92 degrees
115500ms, 185.00RPM, 908.57avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.07] y[0.36] z[1.06] mag[1.12] 15.31 degrees
116000ms, 175.00RPM, 905.41avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.04] y[0.35] z[1.08] mag[1.13] 19.41 degrees
116500ms, 160.00RPM, 902.21avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.07] y[0.36] z[1.07] mag[1.13] 17.89 degrees
117000ms, 155.00RPM, 899.02avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.03] y[0.34] z[1.03] mag[1.09] 12.78 degrees
117500ms, 145.00RPM, 895.81avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.07] y[0.35] z[1.08] mag[1.14] 19.44 degrees
118000ms, 135.00RPM, 892.58avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.04] y[0.33] z[1.06] mag[1.11] 16.74 degrees
118500ms, 125.00RPM, 889.35avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.03] y[0.36] z[1.08] mag[1.14] 20.37 degrees
119000ms, 115.00RPM, 886.09avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.03] y[0.34] z[1.07] mag[1.12] 19.54 degrees
119500ms, 110.00RPM, 882.85avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.03] y[0.34] z[1.07] mag[1.12] 19.36 degrees
120000ms, 100.00RPM, 879.58avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.04] y[0.34] z[1.06] mag[1.12] 17.85 degrees
120500ms, 90.00RPM, 876.31avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.04] y[0.35] z[1.04] mag[1.10] 13.84 degrees
121000ms, 85.00RPM, 873.04avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.03] y[0.35] z[1.05] mag[1.11] 17.00 degrees
121500ms, 75.00RPM, 869.75avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.02] y[0.31] z[1.09] mag[1.13] 21.93 degrees
122000ms, 65.00RPM, 866.45avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.00] y[0.34] z[1.06] mag[1.11] 18.73 degrees
122500ms, 55.00RPM, 863.14avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.02] y[0.33] z[1.06] mag[1.11] 19.01 degrees
123000ms, 50.00RPM, 859.84avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.01] y[0.33] z[1.06] mag[1.12] 19.61 degrees
123500ms, 40.00RPM, 856.52avgRPM, 1.67V MTR_DIS NOT BRAKINGx[-0.01] y[0.31] z[1.03] mag[1.08] 14.79 degrees
124000ms, 30.00RPM, 853.19avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.03] y[0.35] z[1.08] mag[1.14] 20.85 degrees
124500ms, 25.00RPM, 849.86avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.04] y[0.33] z[1.05] mag[1.10] 16.71 degrees
125000ms, 10.00RPM, 846.50avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.00] y[0.28] z[1.04] mag[1.08] 16.49 degrees
125500ms, 5.00RPM, 843.15avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.02] y[0.36] z[1.07] mag[1.13] 20.50 degrees
126000ms, 0.00RPM, 839.80avgRPM, 1.67V MTR_DIS NOT BRAKINGx[-0.03] y[0.35] z[1.05] mag[1.11] 19.63 degrees
126500ms, 0.00RPM, 836.48avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.03] y[0.33] z[1.04] mag[1.09] 13.73 degrees
127000ms, 0.00RPM, 833.19avgRPM, 1.67V MTR_DIS NOT BRAKINGx[-0.02] y[0.33] z[1.04] mag[1.09] 17.48 degrees
127500ms, 0.00RPM, 829.92avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.02] y[0.33] z[1.07] mag[1.12] 19.29 degrees
128000ms, 0.00RPM, 826.68avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.04] y[0.25] z[1.11] mag[1.14] 23.21 degrees
128500ms, 0.00RPM, 823.46avgRPM, 1.67V MTR_DIS NOT BRAKINGx[-0.02] y[0.34] z[1.05] mag[1.11] 19.29 degrees
129000ms, 0.00RPM, 820.27avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.04] y[0.29] z[1.05] mag[1.09] 15.44 degrees
129500ms, 0.00RPM, 817.10avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.06] y[0.37] z[1.07] mag[1.13] 17.14 degrees
130000ms, 0.00RPM, 813.96avgRPM, 1.67V MTR_DIS NOT BRAKINGx[-0.06] y[0.32] z[1.10] mag[1.14] 27.47 degrees
130500ms, 0.00RPM, 810.84avgRPM, 1.67V MTR_DIS NOT BRAKINGx[-0.01] y[0.31] z[1.10] mag[1.14] 25.19 degrees
131000ms, 0.00RPM, 807.75avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.01] y[0.36] z[1.08] mag[1.14] 21.32 degrees
131500ms, 0.00RPM, 804.68avgRPM, 1.67V MTR_DIS NOT BRAKINGx[-0.03] y[0.34] z[1.07] mag[1.13] 22.81 degrees
132000ms, 0.00RPM, 801.63avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.05] y[0.32] z[1.06] mag[1.10] 16.37 degrees
132500ms, 0.00RPM, 798.60avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.02] y[0.32] z[1.05] mag[1.10] 16.50 degrees
133000ms, 0.00RPM, 795.60avgRPM, 1.67V MTR_DIS NOT BRAKINGx[-0.02] y[0.35] z[1.08] mag[1.13] 22.74 degrees
133500ms, 0.00RPM, 792.62avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.02] y[0.32] z[1.06] mag[1.11] 17.60 degrees
134000ms, 0.00RPM, 789.66avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.04] y[0.34] z[1.04] mag[1.10] 14.48 degrees
134500ms, 0.00RPM, 786.73avgRPM, 1.67V MTR_DIS NOT BRAKINGx[-0.01] y[0.36] z[1.04] mag[1.11] 17.62 degrees
135000ms, 0.00RPM, 783.81avgRPM, 1.67V MTR_DIS NOT BRAKINGx[-0.08] y[0.21] z[1.05] mag[1.07] 22.29 degrees
135500ms, 0.00RPM, 780.92avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.04] y[0.34] z[1.04] mag[1.09] 13.83 degrees
136000ms, 0.00RPM, 778.05avgRPM, 1.67V MTR_DIS NOT BRAKINGx[-0.02] y[0.36] z[1.07] mag[1.13] 22.00 degrees
136500ms, 0.00RPM, 775.20avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.00] y[0.30] z[1.04] mag[1.08] 15.75 degrees
137000ms, 0.00RPM, 772.37avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.01] y[0.35] z[1.06] mag[1.11] 18.52 degrees
137500ms, 0.00RPM, 769.56avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.01] y[0.35] z[1.05] mag[1.10] 16.91 degrees
138000ms, 0.00RPM, 766.78avgRPM, 1.67V MTR_DIS NOT BRAKINGx[-0.01] y[0.36] z[1.05] mag[1.11] 17.86 degrees
138500ms, 0.00RPM, 764.01avgRPM, 1.67V MTR_DIS NOT BRAKINGx[-0.02] y[0.35] z[1.08] mag[1.13] 22.74 degrees
139000ms, 0.00RPM, 761.26avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.05] y[0.31] z[1.02] mag[1.07] 9.41 degrees
139500ms, 0.00RPM, 758.53avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.00] y[0.32] z[1.05] mag[1.10] 17.87 degrees
140000ms, 0.00RPM, 755.82avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.01] y[0.30] z[1.05] mag[1.09] 16.88 degrees
140500ms, 0.00RPM, 753.13avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.03] y[0.28] z[1.04] mag[1.07] 13.43 degrees
141000ms, 0.00RPM, 750.46avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.04] y[0.37] z[1.08] mag[1.15] 20.91 degrees
141500ms, 0.00RPM, 747.81avgRPM, 1.67V MTR_DIS NOT BRAKINGx[-0.01] y[0.38] z[1.06] mag[1.13] 20.38 degrees
142000ms, 0.00RPM, 745.18avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.02] y[0.33] z[1.05] mag[1.11] 17.59 degrees
142500ms, 0.00RPM, 742.56avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.05] y[0.35] z[1.04] mag[1.10] 14.11 degrees
143000ms, 0.00RPM, 739.97avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.02] y[0.34] z[1.14] mag[1.19] 27.61 degrees
143500ms, 0.00RPM, 737.39avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.02] y[0.34] z[1.04] mag[1.10] 15.91 degrees
144000ms, 0.00RPM, 734.83avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.02] y[0.33] z[1.05] mag[1.10] 17.27 degrees
144500ms, 0.00RPM, 732.28avgRPM, 1.67V MTR_DIS NOT BRAKINGx[-0.01] y[0.37] z[1.04] mag[1.10] 15.91 degrees
145000ms, 0.00RPM, 729.76avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.00] y[0.34] z[1.04] mag[1.10] 16.64 degrees
145500ms, 0.00RPM, 727.25avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.02] y[0.33] z[1.06] mag[1.11] 17.60 degrees
146000ms, 0.00RPM, 724.76avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.01] y[0.33] z[1.05] mag[1.10] 17.25 degrees
146500ms, 0.00RPM, 722.29avgRPM, 1.67V MTR_DIS NOT BRAKINGx[-0.03] y[0.34] z[1.04] mag[1.10] 18.06 degrees
147000ms, 0.00RPM, 719.83avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.01] y[0.29] z[1.04] mag[1.08] 14.62 degrees
147500ms, 0.00RPM, 717.39avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.01] y[0.34] z[1.04] mag[1.10] 16.22 degrees
148000ms, 0.00RPM, 714.97avgRPM, 1.67V MTR_DIS NOT BRAKINGx[-0.01] y[0.35] z[1.06] mag[1.12] 20.67 degrees
148500ms, 0.00RPM, 712.56avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.02] y[0.34] z[1.03] mag[1.09] 13.51 degrees
149000ms, 0.00RPM, 710.17avgRPM, 1.67V MTR_DIS NOT BRAKINGx[-0.01] y[0.36] z[1.05] mag[1.11] 17.97 degrees
149500ms, 0.00RPM, 707.79avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.01] y[0.35] z[1.03] mag[1.09] 12.95 degrees
150000ms, 0.00RPM, 705.43avgRPM, 1.67V MTR_DIS NOT BRAKINGx[-0.01] y[0.32] z[1.05] mag[1.10] 19.28 degrees
150500ms, 0.00RPM, 703.09avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.00] y[0.35] z[1.06] mag[1.12] 19.93 degrees
151000ms, 0.00RPM, 700.76avgRPM, 1.67V MTR_DIS NOT BRAKINGx[-0.05] y[0.27] z[1.13] mag[1.17] 30.58 degrees
151500ms, 0.00RPM, 698.45avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.00] y[0.33] z[1.05] mag[1.10] 16.99 degrees
152000ms, 0.00RPM, 696.15avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.01] y[0.32] z[1.08] mag[1.12] 21.37 degrees
152500ms, 0.00RPM, 693.87avgRPM, 1.67V MTR_DIS NOT BRAKINGx[-0.03] y[0.33] z[1.06] mag[1.11] 20.90 degrees
153000ms, 0.00RPM, 691.60avgRPM, 1.67V MTR_DIS NOT BRAKINGx[-0.02] y[0.34] z[1.05] mag[1.11] 19.41 degrees
153500ms, 0.00RPM, 689.35avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.04] y[0.31] z[1.04] mag[1.09] 14.11 degrees
154000ms, 0.00RPM, 687.11avgRPM, 1.67V MTR_DIS NOT BRAKINGx[-0.03] y[0.33] z[1.04] mag[1.10] 18.65 degrees
154500ms, 0.00RPM, 684.89avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.00] y[0.30] z[1.06] mag[1.11] 19.82 degrees
155000ms, 0.00RPM, 682.68avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.03] y[0.33] z[1.06] mag[1.11] 17.92 degrees
155500ms, 0.00RPM, 680.48avgRPM, 1.67V MTR_DIS NOT BRAKINGx[-0.02] y[0.34] z[1.07] mag[1.12] 21.39 degrees
156000ms, 0.00RPM, 678.30avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.04] y[0.33] z[1.04] mag[1.09] 14.11 degrees
156500ms, 0.00RPM, 676.13avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.03] y[0.33] z[1.06] mag[1.11] 17.52 degrees
157000ms, 0.00RPM, 673.98avgRPM, 1.67V MTR_DIS NOT BRAKINGx[-0.01] y[0.33] z[1.04] mag[1.09] 17.26 degrees
157500ms, 0.00RPM, 671.84avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.04] y[0.29] z[1.06] mag[1.10] 17.33 degrees
158000ms, 0.00RPM, 669.72avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.03] y[0.33] z[1.05] mag[1.10] 16.58 degrees
158500ms, 0.00RPM, 667.60avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.00] y[0.33] z[1.04] mag[1.09] 16.12 degrees
159000ms, 0.00RPM, 665.50avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.01] y[0.33] z[1.06] mag[1.11] 19.43 degrees
159500ms, 0.00RPM, 663.42avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.02] y[0.31] z[1.10] mag[1.14] 23.67 degrees
160000ms, 0.00RPM, 661.34avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.00] y[0.35] z[1.04] mag[1.10] 16.49 degrees
160500ms, 0.00RPM, 659.28avgRPM, 1.67V MTR_DIS NOT BRAKINGx[-0.01] y[0.34] z[1.03] mag[1.09] 14.68 degrees
161000ms, 0.00RPM, 657.24avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.07] y[0.32] z[1.07] mag[1.12] 17.33 degrees
161500ms, 0.00RPM, 655.20avgRPM, 1.67V MTR_DIS NOT BRAKINGx[-0.02] y[0.34] z[1.03] mag[1.09] 15.91 degrees
162000ms, 0.00RPM, 653.18avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.01] y[0.36] z[1.07] mag[1.13] 20.26 degrees
162500ms, 0.00RPM, 651.17avgRPM, 1.67V MTR_DIS NOT BRAKINGx[0.04] y[0.36] z[1.05] mag[1.11] 15.96 degrees
